,Stock_Name,Adjusted_Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Label,negative_score,neutral_score,positive_score
500,HDFCBANK.NS,2024-11-28,1819.0,1836.0999755859373,1788.0,1793.1500244140625,17861196,0.0,0.0,1,0.6763863,0.305742,0.01787167
501,HDFCBANK.NS,2024-11-29,1801.300048828125,1804.5999755859373,1782.9000244140625,1796.050048828125,13834768,0.0,0.0,1,0.97331524,0.02244226,0.00424243
502,HDFCBANK.NS,2024-12-02,1803.5,1808.1500244140625,1775.0,1804.699951171875,7555438,0.0,0.0,1,0.9504288,0.0439441,0.00562711
503,HDFCBANK.NS,2024-12-03,1822.699951171875,1837.4000244140625,1816.0999755859373,1826.300048828125,21705121,0.0,0.0,1,0.7648909,0.2199129,0.01519626
504,HDFCBANK.NS,2024-12-04,1838.0,1865.0,1831.1500244140625,1860.0999755859373,22334542,0.0,0.0,1,0.9851505,0.0116366,0.00321285
505,HDFCBANK.NS,2024-12-05,1860.0,1879.949951171875,1835.199951171875,1865.75,19841357,0.0,0.0,-1,0.06706218,0.87807804,0.05485976
506,HDFCBANK.NS,2024-12-06,1857.0,1864.199951171875,1844.0,1855.8499755859373,8891578,0.0,0.0,-1,0.9741227,0.02158683,0.00429046
507,HDFCBANK.NS,2024-12-09,1853.6500244140625,1880.0,1849.0,1870.0,13473956,0.0,0.0,1,0.98691976,0.00998407,0.00309616
508,HDFCBANK.NS,2024-12-10,1877.699951171875,1877.699951171875,1858.550048828125,1868.0999755859373,6662740,0.0,0.0,-1,0.04923293,0.88988316,0.060884
509,HDFCBANK.NS,2024-12-11,1861.699951171875,1871.9000244140625,1856.75,1863.0999755859373,7022713,0.0,0.0,-1,0.13677338,0.808286,0.05494057
510,HDFCBANK.NS,2024-12-12,1851.0,1868.6500244140625,1848.699951171875,1859.25,8646895,0.0,0.0,1,0.99012226,0.00735678,0.00252092
511,HDFCBANK.NS,2024-12-13,1862.5,1875.0,1829.25,1871.75,9504501,0.0,0.0,-1,0.5738318,0.4013472,0.02482096
512,HDFCBANK.NS,2024-12-16,1865.0999755859373,1869.949951171875,1855.25,1865.199951171875,6553541,0.0,0.0,-1,0.9807958,0.01501801,0.00418623
513,HDFCBANK.NS,2024-12-17,1856.3499755859373,1862.3499755859373,1826.5,1833.25,10539766,0.0,0.0,-1,0.9791998,0.01726725,0.003533
514,HDFCBANK.NS,2024-12-18,1829.8499755859373,1836.0,1807.1500244140625,1810.699951171875,11711156,0.0,0.0,-1,0.95944446,0.03440522,0.00615042
515,HDFCBANK.NS,2024-12-19,1799.5999755859375,1801.0999755859375,1779.0,1793.5,12690385,0.0,0.0,-1,0.17023233,0.77332085,0.05644688
516,HDFCBANK.NS,2024-12-20,1782.199951171875,1797.550048828125,1767.050048828125,1771.5,12846174,0.0,0.0,1,0.27419317,0.6877782,0.03802866
517,HDFCBANK.NS,2024-12-23,1782.0,1806.0,1781.300048828125,1801.0,5522296,0.0,0.0,1,0.07996653,0.8643416,0.05569189
518,HDFCBANK.NS,2024-12-24,1802.050048828125,1808.699951171875,1789.550048828125,1798.0999755859375,7242917,0.0,0.0,-1,0.9748404,0.02167163,0.00348794
519,HDFCBANK.NS,2024-12-26,1798.550048828125,1812.0,1780.75,1790.75,5240839,0.0,0.0,1,0.9689242,0.0265045,0.00457123
520,HDFCBANK.NS,2024-12-27,1794.800048828125,1805.949951171875,1789.0999755859375,1798.25,3629665,0.0,0.0,-1,0.3331449,0.63070256,0.03615253
521,HDFCBANK.NS,2024-12-30,1792.199951171875,1815.0,1771.0,1777.9000244140625,11111109,0.0,0.0,-1,0.9928711,0.00423336,0.00289559
522,HDFCBANK.NS,2024-12-31,1770.300048828125,1781.800048828125,1765.5999755859375,1772.8499755859375,7058618,0.0,0.0,1,0.99273515,0.00412864,0.00313626
523,HDFCBANK.NS,2025-01-01,1773.449951171875,1794.0,1761.0999755859375,1782.75,3656903,0.0,0.0,-1,0.99266464,0.00414983,0.00318549
528,HYUNDAI.NS,2024-10-22,1934.0,1970.0,1807.0,1819.5999755859373,28619978,0.0,0.0,-1,0.99266076,0.00419946,0.00313979
529,HYUNDAI.NS,2024-10-23,1815.199951171875,1928.9000244140625,1810.0,1896.8499755859373,7729113,0.0,0.0,1,0.9925464,0.00418228,0.00327129
530,HYUNDAI.NS,2024-10-24,1927.949951171875,1933.8499755859373,1853.449951171875,1871.199951171875,3271622,0.0,0.0,-1,0.9928437,0.00414634,0.00300993
531,HYUNDAI.NS,2024-10-25,1871.0,1884.25,1783.0,1843.75,3219776,0.0,0.0,-1,0.9926541,0.0041631,0.00318279
533,HYUNDAI.NS,2024-10-29,1807.949951171875,1807.949951171875,1752.0,1758.5,2446675,0.0,0.0,1,0.9767209,0.01959883,0.00368022
534,HYUNDAI.NS,2024-10-30,1769.949951171875,1843.0999755859373,1760.6500244140625,1832.050048828125,1516619,0.0,0.0,-1,0.9861682,0.01074238,0.00308934
535,HYUNDAI.NS,2024-10-31,1823.0,1842.949951171875,1815.1500244140625,1822.550048828125,522279,0.0,0.0,1,0.930531,0.06260076,0.00686821
539,HYUNDAI.NS,2024-11-06,1826.0,1868.4000244140625,1823.0999755859373,1853.5,903413,0.0,0.0,-1,0.9795822,0.01686654,0.00355124
540,HYUNDAI.NS,2024-11-07,1841.6500244140625,1849.9000244140625,1826.0,1833.6500244140625,650585,0.0,0.0,-1,0.93897235,0.05405333,0.00697427
541,HYUNDAI.NS,2024-11-08,1830.199951171875,1847.5999755859373,1809.5999755859373,1840.1500244140625,577813,0.0,0.0,-1,0.98432505,0.01199893,0.00367608
542,HYUNDAI.NS,2024-11-11,1830.0,1865.0,1820.0,1822.050048828125,445794,0.0,0.0,1,0.0778037,0.8760577,0.04613865
543,HYUNDAI.NS,2024-11-12,1826.199951171875,1842.25,1772.199951171875,1803.949951171875,1069276,0.0,0.0,-1,0.9925384,0.0044107,0.00305082
544,HYUNDAI.NS,2024-11-13,1787.0,1795.0,1714.0,1739.949951171875,1500153,0.0,0.0,1,0.9926016,0.00430909,0.00308925
545,HYUNDAI.NS,2024-11-14,1749.949951171875,1779.0,1716.0999755859375,1765.75,580587,0.0,0.0,-1,0.99250764,0.00422933,0.00326299
546,HYUNDAI.NS,2024-11-18,1751.9000244140625,1759.0,1688.5,1729.800048828125,1599438,0.0,0.0,1,0.9928526,0.00447434,0.00267298
547,HYUNDAI.NS,2024-11-19,1733.0,1849.0,1729.0,1829.800048828125,1824631,0.0,0.0,-1,0.9914642,0.00529242,0.00324343
548,HYUNDAI.NS,2024-11-21,1819.949951171875,1859.0,1786.050048828125,1825.550048828125,1171989,0.0,0.0,1,0.9926959,0.0041721,0.003132
549,HYUNDAI.NS,2024-11-22,1825.550048828125,1838.0,1811.25,1830.199951171875,436515,0.0,0.0,1,0.9925333,0.00433872,0.00312783
550,HYUNDAI.NS,2024-11-25,1835.050048828125,1860.0,1832.050048828125,1853.3499755859373,791187,0.0,0.0,1,0.99271625,0.00420657,0.00307723
551,HYUNDAI.NS,2024-11-26,1854.9000244140625,1911.0,1853.3499755859373,1880.0,825461,0.0,0.0,1,0.9761622,0.01941191,0.00442589
552,HYUNDAI.NS,2024-11-27,1905.300048828125,1926.5999755859373,1895.0,1907.449951171875,894423,0.0,0.0,-1,0.9866458,0.01041362,0.00294058
553,HYUNDAI.NS,2024-11-28,1890.0,1917.800048828125,1874.1500244140625,1902.6500244140625,692877,0.0,0.0,1,0.9920373,0.00543676,0.00252595
554,HYUNDAI.NS,2024-11-29,1905.199951171875,1939.0,1897.050048828125,1916.550048828125,1301843,0.0,0.0,-1,0.44867626,0.5201814,0.03114235
555,HYUNDAI.NS,2024-12-02,1875.0,1915.449951171875,1870.25,1880.9000244140625,476433,0.0,0.0,1,0.99249953,0.00487022,0.00263022
556,HYUNDAI.NS,2024-12-03,1885.0,1889.8499755859373,1825.5,1849.199951171875,961607,0.0,0.0,-1,0.92276174,0.07011913,0.00711924
557,HYUNDAI.NS,2024-12-04,1840.25,1877.0,1840.25,1872.199951171875,640379,0.0,0.0,1,0.97665477,0.01966942,0.0036758
558,HYUNDAI.NS,2024-12-05,1875.9000244140625,1898.9000244140625,1866.300048828125,1878.050048828125,506260,0.0,0.0,-1,0.99257964,0.00417515,0.00324522
559,HYUNDAI.NS,2024-12-06,1876.0,1880.0,1853.5999755859373,1858.5,612872,0.0,0.0,-1,0.96986556,0.0260532,0.00408113
560,HYUNDAI.NS,2024-12-09,1858.5,1871.0,1824.0,1826.6500244140625,403251,0.0,0.0,1,0.9821685,0.01421518,0.00361629
561,HYUNDAI.NS,2024-12-10,1829.949951171875,1842.949951171875,1820.0,1833.449951171875,367019,0.0,0.0,1,0.99023485,0.0068187,0.00294658
562,HYUNDAI.NS,2024-12-11,1840.0,1840.0,1819.0,1823.4000244140625,337783,0.0,0.0,-1,0.97656256,0.01900702,0.00443038
563,HYUNDAI.NS,2024-12-12,1769.050048828125,1861.0,1768.6500244140625,1798.5999755859375,1048206,0.0,0.0,1,0.9837885,0.01332653,0.002885
564,HYUNDAI.NS,2024-12-13,1800.0,1808.699951171875,1760.0,1772.0,569711,0.0,0.0,-1,0.9912417,0.00590543,0.0028529
565,HYUNDAI.NS,2024-12-16,1772.0,1824.0999755859373,1766.25,1817.4000244140625,545726,0.0,0.0,1,0.9906763,0.00685542,0.00246828
566,HYUNDAI.NS,2024-12-17,1817.4000244140625,1831.0,1802.050048828125,1824.25,312411,0.0,0.0,-1,0.9874516,0.00939035,0.00315803
567,HYUNDAI.NS,2024-12-18,1820.5,1822.949951171875,1790.0,1795.8499755859375,324766,0.0,0.0,-1,0.3830845,0.5879278,0.02898764
568,HYUNDAI.NS,2024-12-19,1785.1500244140625,1792.0,1766.0,1787.449951171875,430008,0.0,0.0,1,0.5241365,0.45300788,0.02285558
569,HYUNDAI.NS,2024-12-20,1793.25,1807.949951171875,1758.0,1766.199951171875,531540,0.0,0.0,1,0.9857427,0.01099717,0.00326019
570,HYUNDAI.NS,2024-12-23,1779.550048828125,1786.0,1738.0,1752.5999755859375,335306,0.0,0.0,1,0.9915298,0.00541051,0.00305968
571,HYUNDAI.NS,2024-12-24,1762.0999755859375,1770.0,1749.3499755859375,1765.199951171875,192311,0.0,0.0,1,0.9835759,0.01280642,0.00361768
572,HYUNDAI.NS,2024-12-26,1765.199951171875,1786.949951171875,1750.0,1777.800048828125,257169,0.0,0.0,1,0.9885748,0.0084561,0.00296901
573,HYUNDAI.NS,2024-12-27,1777.800048828125,1805.300048828125,1776.0,1792.0999755859375,223552,0.0,0.0,-1,0.986406,0.01039027,0.00320376
574,HYUNDAI.NS,2024-12-30,1781.4000244140625,1804.8499755859373,1776.0,1796.5999755859375,211968,0.0,0.0,1,0.9926166,0.00416686,0.00321658
575,HYUNDAI.NS,2024-12-31,1794.949951171875,1820.0,1786.550048828125,1806.0999755859373,231141,0.0,0.0,-1,0.9924706,0.00417902,0.00335036
576,HYUNDAI.NS,2025-01-01,1800.0,1805.0,1791.0,1799.4000244140625,130344,0.0,0.0,-1,0.99258024,0.00416481,0.00325505
582,INFY.NS,2024-09-03,1944.8556156431105,1944.8556156431105,1914.649497686044,1919.3955078125,4694322,0.0,0.0,-1,0.9925398,0.0042096,0.00325063
583,INFY.NS,2024-09-04,1899.472351261696,1905.5036537009792,1878.659403273211,1900.80712890625,4778310,0.0,0.0,1,0.99265665,0.00420562,0.00313769
585,INFY.NS,2024-09-06,1900.3622638191189,1914.6990238739456,1875.495376550329,1880.4390869140625,5848106,0.0,0.0,-1,0.9567971,0.038183,0.00501983
586,INFY.NS,2024-09-09,1868.722515656718,1899.2251844317984,1867.733773584942,1873.3201904296875,4772612,0.0,0.0,1,0.9923524,0.00431455,0.00333298
587,INFY.NS,2024-09-10,1883.4547690120723,1913.2158807963608,1874.654940563256,1890.771484375,6909600,0.0,0.0,1,0.9925194,0.00426086,0.00321979
588,INFY.NS,2024-09-11,1893.1443337425085,1904.317167061319,1883.5535842428933,1888.6456298828125,5312946,0.0,0.0,1,0.9524137,0.04188952,0.00569681
589,INFY.NS,2024-09-12,1903.328505679592,1934.3750311582,1889.288416409624,1928.491943359375,8555092,0.0,0.0,1,0.9511948,0.04301395,0.00579129
590,INFY.NS,2024-09-13,1928.491866731105,1936.550138509233,1913.8585569332763,1922.21337890625,3843127,0.0,0.0,-1,0.9913891,0.0056081,0.0030028
591,INFY.NS,2024-09-16,1923.844850213264,1930.0244880464045,1911.287874414744,1928.294189453125,1570181,0.0,0.0,-1,0.11893001,0.8394599,0.04161008
593,INFY.NS,2024-09-18,1916.9236213164315,1916.9236213164315,1860.1204396556489,1870.8482666015625,6385468,0.0,0.0,1,0.9925764,0.00423934,0.00318419
594,INFY.NS,2024-09-19,1889.090515649771,1903.2295750864569,1857.648591225943,1872.8751220703125,7976570,0.0,0.0,1,0.98930293,0.00781828,0.00287874
595,INFY.NS,2024-09-20,1883.553609476461,1893.441029998647,1846.376932452252,1884.295166015625,15242974,0.0,0.0,1,0.07070227,0.87831646,0.05098125
596,INFY.NS,2024-09-23,1887.5086147933428,1897.2971854419584,1857.3024962257973,1875.099853515625,3636672,0.0,0.0,-1,0.99223024,0.00494751,0.00282224
597,INFY.NS,2024-09-24,1866.744944603828,1889.3871611325649,1850.3318511156947,1877.2255859375,7277616,0.0,0.0,-1,0.9924386,0.00416895,0.00339252
598,INFY.NS,2024-09-25,1865.113576694678,1880.191893238648,1855.6711623585447,1873.962890625,4268341,0.0,0.0,1,0.9927699,0.00419331,0.00303683
599,INFY.NS,2024-09-26,1876.43468595202,1896.3577414391905,1871.6886758963665,1878.8570556640625,8952803,0.0,0.0,1,0.9927845,0.00439368,0.00282175
600,INFY.NS,2024-09-27,1910.3485227967365,1952.3700606285145,1881.8728236954223,1885.283935546875,14908931,0.0,0.0,-1,0.07548791,0.8711788,0.05333317
603,INFY.NS,2024-10-03,1868.228110367189,1890.326471127003,1859.823802911184,1872.084228515625,7503887,0.0,0.0,-1,0.7339181,0.25035596,0.01572593
604,INFY.NS,2024-10-04,1868.277544177642,1932.100769561233,1864.7674617056623,1896.5555419921875,10001483,0.0,0.0,1,0.04640464,0.89476645,0.05882895
605,INFY.NS,2024-10-07,1901.548670352514,1920.1370692498308,1894.479261221849,1912.5238037109373,6112575,0.0,0.0,1,0.9926432,0.00418873,0.00316814
606,INFY.NS,2024-10-08,1916.0832761654256,1935.907482195147,1884.8884156668555,1926.6134033203125,5637391,0.0,0.0,1,0.9926489,0.00468153,0.00266956
607,INFY.NS,2024-10-09,1930.568291084163,1954.7429853406848,1923.202090573065,1930.7659912109373,4857163,0.0,0.0,1,0.9924038,0.00430748,0.00328869
608,INFY.NS,2024-10-10,1935.8580860214165,1941.8893883940204,1892.5511359040656,1897.39599609375,4782119,0.0,0.0,-1,0.992757,0.00413006,0.00311297
609,INFY.NS,2024-10-11,1896.407232522595,1925.08075167961,1888.596146268198,1913.314697265625,4709431,0.0,0.0,-1,0.9926602,0.00415551,0.00318424
610,INFY.NS,2024-10-14,1910.3979522497737,1947.32744321805,1909.3597248317856,1936.8468017578125,3751378,0.0,0.0,1,0.9927729,0.00422567,0.00300144
611,INFY.NS,2024-10-15,1937.9343807135765,1969.030269309362,1929.777258958021,1937.2423095703125,5353705,0.0,0.0,-1,0.9897115,0.00747902,0.00280944
612,INFY.NS,2024-10-16,1932.990765289512,1937.489590029349,1894.7758597802551,1898.483642578125,3111512,0.0,0.0,1,0.37685132,0.5915543,0.03159436
613,INFY.NS,2024-10-17,1913.413599171521,1955.7318079040856,1908.420524152391,1945.9432373046875,8162822,0.0,0.0,-1,0.99256635,0.00443102,0.00300263
614,INFY.NS,2024-10-18,1872.4797850414136,1915.0450588417807,1848.2061188849,1858.4395751953125,10526196,0.0,0.0,1,0.9925607,0.0041847,0.00325457
615,INFY.NS,2024-10-21,1869.81007944151,1877.423465696364,1817.307900365588,1831.891845703125,4654601,0.0,0.0,1,0.9927447,0.00418652,0.00306881
617,INFY.NS,2024-10-23,1824.4762141431493,1864.7674514965345,1823.240286616972,1852.309326171875,4311910,0.0,0.0,-1,0.99269027,0.00419952,0.00311015
618,INFY.NS,2024-10-24,1840.4444378443384,1862.7899835717533,1839.0601748638333,1842.3724365234373,2906475,0.0,0.0,1,0.9926771,0.00414354,0.00317933
619,INFY.NS,2024-10-25,1842.471300498032,1855.2260969140489,1825.613321185463,1841.087158203125,4689120,0.0,0.0,-1,0.99243164,0.00419292,0.00337541
620,INFY.NS,2024-10-28,1838.7635588134688,1860.7137049405376,1836.0940035326344,1844.3499755859373,7018940,0.0,0.0,1,0.9927451,0.00416199,0.00309298
621,INFY.NS,2024-10-29,1846.0,1851.5999755859373,1829.0,1839.300048828125,4621252,21.0,0.0,-1,0.9926016,0.00421813,0.00318033
623,INFY.NS,2024-10-31,1787.9000244140625,1787.9000244140625,1746.5,1757.25,7395236,0.0,0.0,1,0.22668967,0.7298354,0.043475
624,INFY.NS,2024-11-01,1764.5,1766.0,1752.050048828125,1760.8499755859375,371966,0.0,0.0,-1,0.9916037,0.00540629,0.00299011
625,INFY.NS,2024-11-04,1724.5,1767.0,1718.0,1763.6500244140625,7336722,0.0,0.0,-1,0.98445225,0.01181557,0.00373216
626,INFY.NS,2024-11-05,1760.0,1768.449951171875,1745.0,1754.199951171875,3160880,0.0,0.0,1,0.0707908,0.8747837,0.05442546
627,INFY.NS,2024-11-06,1764.0,1827.199951171875,1762.6500244140625,1823.699951171875,10421494,0.0,0.0,-1,0.9922161,0.00479755,0.00298637
628,INFY.NS,2024-11-07,1812.949951171875,1825.699951171875,1787.0,1803.050048828125,4550965,0.0,0.0,1,0.14261356,0.80836755,0.04901893
629,INFY.NS,2024-11-08,1818.0,1840.5999755859373,1813.1500244140625,1829.949951171875,4210960,0.0,0.0,1,0.05293984,0.89100444,0.05605572
630,INFY.NS,2024-11-11,1829.0,1868.0,1822.550048828125,1860.0999755859373,3804234,0.0,0.0,1,0.99049115,0.00619811,0.00331077
631,INFY.NS,2024-11-12,1871.0999755859373,1881.0,1861.0,1868.800048828125,5012450,0.0,0.0,-1,0.10923953,0.8438757,0.04688471
632,INFY.NS,2024-11-13,1861.0999755859373,1873.199951171875,1856.300048828125,1868.4000244140625,4257495,0.0,0.0,-1,0.06009575,0.8880783,0.051826
633,INFY.NS,2024-11-14,1865.5999755859373,1876.0,1856.0,1864.550048828125,4311431,0.0,0.0,-1,0.989949,0.0071036,0.00294744
634,INFY.NS,2024-11-18,1849.199951171875,1849.199951171875,1795.0,1811.449951171875,4839244,0.0,0.0,1,0.9926165,0.00431392,0.0030696
635,INFY.NS,2024-11-19,1825.5,1859.699951171875,1820.550048828125,1824.75,4669769,0.0,0.0,1,0.9925005,0.00415425,0.0033453
636,INFY.NS,2024-11-21,1842.0,1867.0,1820.5999755859373,1834.050048828125,5436504,0.0,0.0,1,0.9300439,0.06302453,0.00693157
637,INFY.NS,2024-11-22,1854.0999755859373,1914.050048828125,1834.0,1902.25,6301486,0.0,0.0,1,0.98927593,0.00746409,0.00326
638,INFY.NS,2024-11-25,1916.0,1919.300048828125,1882.0,1889.699951171875,12764638,0.0,0.0,1,0.04891428,0.89409065,0.05699507
639,INFY.NS,2024-11-26,1904.949951171875,1938.5999755859373,1897.300048828125,1924.1500244140625,6850495,0.0,0.0,1,0.99073595,0.00645705,0.00280704
640,INFY.NS,2024-11-27,1930.0999755859373,1941.4000244140625,1911.75,1924.5,4447143,0.0,0.0,-1,0.9007437,0.08993322,0.00932308
641,INFY.NS,2024-11-28,1914.9000244140625,1914.9000244140625,1851.6500244140625,1856.6500244140625,8468790,0.0,0.0,-1,0.9874357,0.00991096,0.00265335
643,INFY.NS,2024-12-02,1859.0,1882.800048828125,1835.199951171875,1879.800048828125,2868263,0.0,0.0,1,0.9864855,0.01048897,0.00302555
644,INFY.NS,2024-12-03,1887.0,1899.75,1871.1500244140625,1892.0999755859373,4715792,0.0,0.0,-1,0.09077386,0.8589591,0.05026706
645,INFY.NS,2024-12-04,1884.0,1913.949951171875,1875.0,1889.25,4705573,0.0,0.0,1,0.06377799,0.88339865,0.0528234
647,INFY.NS,2024-12-06,1932.800048828125,1937.949951171875,1912.4000244140625,1922.4000244140625,3573331,0.0,0.0,-1,0.97232753,0.02349042,0.00418203
648,INFY.NS,2024-12-09,1924.199951171875,1930.199951171875,1897.199951171875,1923.6500244140625,4274645,0.0,0.0,1,0.22190209,0.73207456,0.04602337
649,INFY.NS,2024-12-10,1939.0,1965.5999755859373,1932.0,1948.550048828125,6174921,0.0,0.0,1,0.98393005,0.01194428,0.00412566
650,INFY.NS,2024-12-11,1955.0,1978.0,1952.0,1974.1500244140625,5025612,0.0,0.0,1,0.05751356,0.88821864,0.05426776
651,INFY.NS,2024-12-12,1975.199951171875,1998.800048828125,1970.550048828125,1987.0,6462130,0.0,0.0,-1,0.06563827,0.8797058,0.05465587
652,INFY.NS,2024-12-13,1969.75,2006.449951171875,1953.800048828125,1999.699951171875,5362693,0.0,0.0,-1,0.30600116,0.65777177,0.03622703
653,INFY.NS,2024-12-16,1995.449951171875,1999.5999755859373,1977.5999755859373,1980.050048828125,3119221,0.0,0.0,-1,0.97609156,0.0203628,0.0035456
654,INFY.NS,2024-12-17,1968.0,1982.0,1958.0,1976.5999755859373,5811050,0.0,0.0,-1,0.8704925,0.12067964,0.00882789
655,INFY.NS,2024-12-18,1966.800048828125,1984.949951171875,1961.5999755859373,1979.1500244140625,3064095,0.0,0.0,-1,0.9869617,0.01014612,0.00289225
656,INFY.NS,2024-12-19,1934.0,1959.75,1920.0,1946.199951171875,5323592,0.0,0.0,1,0.05351605,0.88850224,0.05798172
657,INFY.NS,2024-12-20,1975.1500244140625,1979.949951171875,1911.25,1922.1500244140625,11056720,0.0,0.0,1,0.04957892,0.8916983,0.05872278
658,INFY.NS,2024-12-23,1930.050048828125,1940.0,1909.0,1924.300048828125,2781793,0.0,0.0,1,0.68151945,0.3001973,0.01828331
659,INFY.NS,2024-12-24,1927.050048828125,1942.0,1840.0,1909.050048828125,2360544,0.0,0.0,-1,0.9707217,0.02462056,0.00465764
660,INFY.NS,2024-12-26,1909.050048828125,1919.75,1902.300048828125,1907.4000244140625,3623321,0.0,0.0,1,0.5323312,0.4420505,0.02561826
662,INFY.NS,2024-12-30,1915.699951171875,1916.0,1886.5,1906.0,7789055,0.0,0.0,-1,0.992447,0.00451591,0.00303716
663,INFY.NS,2024-12-31,1892.300048828125,1897.0,1845.050048828125,1880.0,3613063,0.0,0.0,-1,0.992421,0.00443319,0.0031459
664,INFY.NS,2025-01-01,1874.0,1892.949951171875,1874.0,1882.5,1838368,0.0,0.0,1,0.9926575,0.00435638,0.00298618
669,IRCTC.NS,2024-09-02,934.2634603243238,934.2634603243238,923.3681025713714,932.3231811523438,1054893,0.0,0.0,0,0.9888467,0.00783112,0.00332226
670,IRCTC.NS,2024-09-03,933.2684338377048,944.2632679623974,933.1191582386566,939.4375,1573400,0.0,0.0,-1,0.98304373,0.01258865,0.00436762
674,IRCTC.NS,2024-09-09,923.4177938434811,928.1440850761202,914.3632391426298,922.373046875,1435727,0.0,0.0,0,0.98755884,0.0087227,0.00371855
676,IRCTC.NS,2024-09-11,922.3730673026884,929.3381282208315,915.5074829625996,918.6417846679688,1272594,0.0,0.0,1,0.9927129,0.00411505,0.00317202
677,IRCTC.NS,2024-09-12,920.9800547916911,928.243667094028,915.4080302043916,926.7013549804688,943329,0.0,0.0,1,0.99282056,0.00421415,0.00296521
678,IRCTC.NS,2024-09-13,931.3778999975416,952.3228214026636,930.3331529878824,932.2236938476562,2599598,0.0,0.0,0,0.99276865,0.0041758,0.00305565
679,IRCTC.NS,2024-09-16,932.8206719926676,937.2484729284952,923.0695987142068,931.0794067382812,1136823,0.0,0.0,1,0.9925712,0.00413872,0.00329011
680,IRCTC.NS,2024-09-17,934.8604454442416,934.8604454442416,923.8656110612897,928.442626953125,828569,0.0,0.0,-1,0.9884178,0.00804023,0.00354188
681,IRCTC.NS,2024-09-18,925.35812717946,928.2436768144833,896.7516259360088,901.0301513671876,1847560,0.0,0.0,1,0.98775333,0.00861674,0.00362983
682,IRCTC.NS,2024-09-19,903.4678778885242,909.6866821140784,861.727251780502,879.2394409179688,3593230,0.0,0.0,1,0.9926097,0.0042198,0.00317048
683,IRCTC.NS,2024-09-20,883.6672320544953,892.522834076107,877.2992125975001,889.7865600585938,1955170,0.0,0.0,1,0.98790586,0.00840096,0.00369324
684,IRCTC.NS,2024-09-23,893.7665554003339,908.0947048222512,890.5825154476288,905.6569213867188,1325815,0.0,0.0,1,0.9926178,0.00418846,0.0031937
685,IRCTC.NS,2024-09-24,907.4479655718076,914.9105310781546,905.4579481034482,907.1494750976562,1174611,0.0,0.0,1,0.9925667,0.00414359,0.00328978
686,IRCTC.NS,2024-09-25,909.4379477830272,909.4379477830272,892.522799957741,896.7515869140625,1074569,0.0,0.0,-1,0.9924935,0.00475262,0.00275384
687,IRCTC.NS,2024-09-26,895.5078125,904.462890625,889.4382838408153,902.22412109375,1365404,0.0,0.0,-1,0.9925498,0.00418139,0.00326885
688,IRCTC.NS,2024-09-27,897.54758414182,923.3680720084162,897.54758414182,920.2835693359376,2305800,0.0,0.0,-1,0.99277425,0.0042158,0.00300997
689,IRCTC.NS,2024-09-30,915.4080317415684,928.0446547606252,915.4080317415684,923.9153442382812,1988164,0.0,0.0,-1,0.992626,0.00418095,0.00319307
690,IRCTC.NS,2024-10-01,920.3830525403772,929.3381308894188,915.6567611894944,926.5023803710938,879838,0.0,0.0,-1,0.99262506,0.00456553,0.00280941
691,IRCTC.NS,2024-10-03,907.4479684258756,918.1940506427107,875.9061793070751,881.9757690429688,4255223,0.0,0.0,-1,0.9926266,0.00412946,0.0032439
692,IRCTC.NS,2024-10-04,881.9757531754047,889.2393046809802,863.7173067359614,868.3938598632812,2313592,0.0,0.0,1,0.9927443,0.00414125,0.00311442
693,IRCTC.NS,2024-10-07,872.771938439218,876.3539456022131,839.0908562346482,853.4190063476562,3166651,0.0,0.0,-1,0.99273634,0.00417951,0.0030842
694,IRCTC.NS,2024-10-08,849.7374567554293,872.7719331833351,847.6479627113508,870.7321166992188,1054400,0.0,0.0,1,0.9928397,0.00417811,0.00298218
695,IRCTC.NS,2024-10-09,872.6226520062007,883.1697202011857,868.5928788152165,875.159912109375,1230532,0.0,0.0,1,0.9926144,0.00414515,0.00324043
696,IRCTC.NS,2024-10-10,876.154891110429,887.5477527736368,876.0056762450181,878.2444458007812,914176,0.0,0.0,-1,0.9925982,0.00416693,0.00323499
697,IRCTC.NS,2024-10-11,875.6076872721178,890.184589539933,873.6674080917189,884.7617797851562,690607,0.0,0.0,1,0.992841,0.00424874,0.00291023
698,IRCTC.NS,2024-10-14,884.7617513377072,888.343758378262,876.7021444006912,880.5827026367188,802776,0.0,0.0,-1,0.9925287,0.00420455,0.00326681
699,IRCTC.NS,2024-10-15,880.5827211126901,894.5128432545857,879.1896846062954,890.831298828125,1234903,0.0,0.0,1,0.99256754,0.00411107,0.00332147
700,IRCTC.NS,2024-10-16,889.3885363133268,895.9058921326947,883.2195307211374,888.144775390625,716022,0.0,0.0,-1,0.9866506,0.00914327,0.00420611
701,IRCTC.NS,2024-10-17,883.5677566900273,888.5428003650837,858.692538314745,867.3988647460938,1864160,0.0,0.0,-1,0.9925201,0.0041679,0.00331207
702,IRCTC.NS,2024-10-18,865.0107855327791,879.4384116240683,858.3940141430118,876.6026611328125,891309,0.0,0.0,1,0.9927378,0.00426133,0.00300078
703,IRCTC.NS,2024-10-21,875.2594573155372,880.2842392770544,846.9514466819522,854.5134887695312,964444,0.0,0.0,-1,0.99271166,0.00422714,0.00306119
